brand,model,brand_encoded,model_encoded,year,km_driven,owner,mileage,engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,selling_price
Renault,Duster,25,44,2013,56429,2,19.01,1461,108.45,5.0,0,1,0,0,1,0,0,0,1,525000
Hyundai,i10,11,195,2012,56000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,270000
Hyundai,Santro,11,140,2019,19500,1,20.3,1086,68.07,5.0,0,0,0,1,1,0,0,0,1,434999
Hyundai,i20,11,196,2015,30000,1,18.6,1197,81.83,5.0,0,0,0,1,1,0,0,0,1,495000
Hyundai,i20,11,196,2016,53000,1,22.54,1396,88.73,5.0,0,1,0,0,1,0,0,0,1,575000
Hyundai,Xcent,11,188,2017,5000,1,20.14,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,600000
Hyundai,Verna,11,168,2015,25000,1,17.01,1591,121.4,5.0,0,0,0,1,0,1,0,0,1,700000
Honda,City,10,35,2014,72000,1,26.0,1498,98.6,5.0,0,1,0,0,1,0,0,0,1,560000
Mahindra,Bolero,19,24,2005,80000,1,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,250000
Skoda,Rapid,26,126,2013,29000,2,15.0,1598,103.5,5.0,0,0,0,1,0,1,0,0,1,409999
Nissan,Terrano,23,156,2016,56832,1,19.87,1461,83.14,5.0,0,1,0,0,1,0,0,0,1,495000
Hyundai,Elite,11,53,2014,30528,1,18.6,1197,81.86,5.0,0,0,0,1,1,0,0,0,1,470000
Honda,Amaze,10,12,2013,65285,1,24.7,1498,98.63,5.0,0,1,0,0,1,0,0,0,1,350000
Toyota,Innova,28,84,2020,20102,1,13.68,2393,147.51,8.0,0,1,0,0,1,0,0,0,1,1560000
Honda,Jazz,10,85,2015,43000,1,18.7,1199,88.7,5.0,0,0,0,1,1,0,0,0,1,480000
Toyota,Etios,28,58,2013,52380,1,23.59,1364,67.04,5.0,0,1,0,0,1,0,0,0,1,270000
Mahindra,Bolero,19,24,2018,74250,1,21.0,1498,74.96,7.0,0,1,0,0,1,0,0,0,1,660000
Maruti,Ignis,20,80,2017,57247,1,20.89,1197,81.8,5.0,0,0,0,1,1,0,0,1,0,490000
Maruti,Vitara,20,169,2017,52000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,800000
Nissan,Sunny,23,149,2011,47000,2,16.95,1498,97.7,5.0,0,0,0,1,0,1,0,0,1,350000
Ford,Fiesta,9,60,2011,80000,3,17.8,1399,68.0,5.0,0,1,0,0,0,1,0,0,1,170000
Tata,Indica,27,82,2011,85000,2,18.0,1248,75.0,5.0,0,1,0,0,0,1,0,0,1,125000
Maruti,Swift,20,152,2012,100000,1,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,400000
Nissan,Sunny,23,149,2011,110000,1,16.95,1498,97.7,5.0,0,0,0,1,0,1,0,0,1,250000
Fiat,Linea,7,96,2010,178000,2,20.4,1248,91.7,5.0,0,1,0,0,0,1,0,0,1,190000
Maruti,Alto,20,11,2010,120000,3,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,125000
Jeep,Compass,14,38,2017,70000,1,16.3,1956,170.0,5.0,0,1,0,0,0,1,0,0,1,1950000
Audi,Q5,2,122,2011,120000,1,12.8,1968,167.6,5.0,0,1,0,0,0,1,0,1,0,1300000
Toyota,Innova,28,84,2010,155000,3,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,786000
Maruti,Wagon R,20,171,2015,30000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,335000
Maruti,Wagon R,20,171,2009,60000,3,18.9,1061,67.0,5.0,0,0,0,1,0,1,0,0,1,114999
Volkswagen,Polo,29,118,2012,70000,4,22.07,1199,73.9,5.0,0,1,0,0,0,1,0,0,1,229999
Hyundai,i20,11,196,2017,40000,1,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,731000
Hyundai,Verna,11,168,2012,120000,1,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,0,1,395000
Maruti,Swift,20,152,2015,120000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,500000
Hyundai,EON,11,47,2014,50000,3,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,220000
Ford,Figo,9,61,2013,100000,1,20.0,1399,68.1,5.0,0,1,0,0,0,1,0,0,1,240000
Hyundai,i20,11,196,2010,120000,3,23.0,1396,90.0,5.0,0,1,0,0,0,1,0,0,1,215000
Maruti,Swift,20,152,2012,90000,2,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,400000
Maruti,Zen,20,193,2012,90000,1,19.0,998,67.1,5.0,0,0,0,1,0,1,0,0,1,191000
Mahindra,Xylo,19,190,2013,100000,2,14.0,2498,112.0,8.0,0,1,0,0,0,1,0,0,1,351000
Tata,Nano,27,107,2015,20000,1,21.9,624,37.48,4.0,0,0,0,1,0,1,0,1,0,250000
Hyundai,Verna,11,168,2009,90000,2,18.1,1493,110.0,5.0,0,1,0,0,0,1,0,0,1,210000
Toyota,Etios,28,58,2011,120000,3,17.6,1496,88.7,5.0,0,0,0,1,0,1,0,0,1,300000
Ford,Figo,9,61,2017,35000,1,25.83,1498,99.0,5.0,0,1,0,0,0,1,0,0,1,700000
Hyundai,Sonata,11,144,2010,120000,2,11.8,1991,150.0,5.0,0,1,0,0,0,1,0,0,1,500000
Maruti,800,20,4,2002,120000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,120000
Hyundai,Elite,11,53,2019,10000,1,22.54,1396,88.76,5.0,0,1,0,0,0,1,0,0,1,850000
Honda,WR-V,10,170,2017,65000,2,25.5,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,770000
Honda,Civic,10,36,2007,90000,3,13.5,1799,130.0,5.0,0,0,0,1,0,1,0,0,1,245000
Maruti,Alto,20,11,2012,90000,1,20.92,998,67.1,5.0,0,0,0,1,0,1,0,0,1,250000
Hyundai,i20,11,196,2016,42323,1,21.19,1396,88.76,5.0,0,1,0,0,1,0,0,0,1,651000
Honda,City,10,35,2013,42462,1,16.8,1497,116.3,5.0,0,0,0,1,1,0,0,0,1,480000
Maruti,Swift,20,152,2015,54723,1,25.2,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,470000
Honda,Jazz,10,85,2016,30000,1,27.3,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,500000
BMW,X1,3,174,2011,42545,1,19.62,1998,190.0,5.0,0,1,0,0,1,0,0,1,0,1075000
Maruti,S-Cross,20,132,2016,32000,1,25.1,1248,88.5,5.0,0,1,0,0,1,0,0,0,1,690000
Maruti,Ignis,20,80,2018,20375,1,20.89,1197,81.8,5.0,0,0,0,1,1,0,0,0,1,480000
Maruti,Swift,20,152,2013,43978,2,28.4,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,450000
Maruti,Vitara,20,169,2018,50000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,770000
Mahindra,Bolero,19,24,2015,40200,1,21.0,1498,74.96,7.0,0,1,0,0,1,0,0,0,1,445000
Hyundai,i20,11,196,2018,30000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Ertiga,20,56,2014,90000,1,20.77,1248,88.8,7.0,0,1,0,0,0,1,0,0,1,560000
Ford,Ecosport,9,50,2013,48000,2,21.7,1498,98.96,5.0,0,1,0,0,1,0,0,0,1,475000
Honda,Amaze,10,12,2014,27233,1,27.4,1498,98.63,5.0,0,1,0,0,1,0,0,0,1,465000
Maruti,Swift,20,152,2017,28832,1,23.4,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,520000
Tata,Manza,27,102,2011,35000,1,15.0,1368,90.0,5.0,0,0,0,1,0,1,0,0,1,225000
Maruti,Ertiga,20,56,2015,35000,1,16.02,1373,93.7,7.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Vitara,20,169,2017,40000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,780000
Honda,City,10,35,2006,80000,2,17.7,1497,78.0,5.0,0,0,0,1,0,1,0,0,1,93150
Mahindra,Quanto,19,125,2016,30000,2,17.21,1493,100.0,7.0,0,1,0,0,0,1,0,0,1,403000
Hyundai,i10,11,195,2009,50000,2,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,1,229999
Maruti,Swift,20,152,2016,40000,2,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,525000
Maruti,Ertiga,20,56,2014,25000,1,16.02,1373,93.7,7.0,0,0,0,1,0,1,0,0,1,560000
Mahindra,XUV500,19,187,2020,120000,1,15.1,2179,152.87,7.0,0,1,0,0,0,1,0,0,1,830000
Maruti,Ritz,20,129,2011,60000,2,21.1,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,250000
Mahindra,Bolero,19,24,2014,110000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,1,450000
Mahindra,Scorpio,19,142,2016,67000,1,15.4,1997,120.0,7.0,0,1,0,0,0,1,0,0,1,745000
Ford,Figo,9,61,2010,50000,2,20.0,1399,68.0,5.0,0,1,0,0,0,1,0,0,1,144000
Maruti,Zen,20,193,2008,40000,1,18.2,1061,64.0,5.0,0,0,0,1,0,1,0,0,1,120000
Tata,New,27,108,2008,120000,2,11.57,2179,138.1,7.0,0,1,0,0,0,1,0,0,1,300000
Maruti,800,20,4,1999,100000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,52000
Mahindra,Scorpio,19,142,2003,98000,1,10.5,2179,120.0,8.0,0,1,0,0,0,1,0,0,1,300000
Mahindra,Bolero,19,24,2009,150000,2,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,270000
Chevrolet,Sail,4,138,2014,38000,1,22.1,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,260000
Toyota,Etios,28,58,2015,120000,1,23.59,1364,67.05,5.0,0,1,0,0,0,1,0,0,1,475000
Ford,Figo,9,61,2011,103000,3,20.0,1399,68.0,5.0,0,1,0,0,0,1,0,0,1,302000
Maruti,800,20,4,1994,60000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,45000
Maruti,Vitara,20,169,2017,80000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,775000
Maruti,Ertiga,20,56,2015,50000,1,20.77,1248,88.76,7.0,0,1,0,0,0,1,0,0,1,700000
Maruti,Swift,20,152,2014,90000,1,25.2,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,530000
Tata,Nexon,27,109,2017,70000,1,21.5,1497,108.5,5.0,0,1,0,0,0,1,0,0,1,869999
Hyundai,Elantra,11,52,2006,110000,4,14.9,1991,112.2,5.0,0,1,0,0,0,1,0,0,1,155000
Tata,Tiago,27,158,2019,30000,1,23.84,1199,83.83,5.0,0,0,0,1,0,1,0,1,0,550000
Maruti,Swift,20,152,2016,80000,2,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,600000
Maruti,Swift,20,152,2012,110000,2,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,430000
Tata,Manza,27,102,2010,120000,1,18.8,1248,90.0,5.0,0,1,0,0,0,1,0,0,1,246000
Maruti,Zen,20,193,2003,120000,3,17.3,993,60.0,5.0,0,0,0,1,0,1,0,0,1,120000
Hyundai,i20,11,196,2014,70000,2,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,565000
Hyundai,Elite,11,53,2018,60000,1,22.54,1396,88.76,5.0,0,1,0,0,0,1,0,0,1,850000
Maruti,Alto,20,11,2006,90000,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,160000
Fiat,Linea,7,96,2014,142500,1,19.5,1248,75.0,5.0,0,1,0,0,0,1,0,0,1,325000
Mahindra,Scorpio,19,142,2011,90000,3,12.05,2179,120.0,8.0,0,1,0,0,0,1,0,0,1,450000
Hyundai,i10,11,195,2015,50000,1,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,1,310000
Honda,Amaze,10,12,2013,90000,3,25.8,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,250000
Maruti,Swift,20,152,2015,115000,2,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,420000
Hyundai,i20,11,196,2013,150000,2,15.0,1396,98.6,5.0,0,0,0,1,0,1,0,1,0,330000
Maruti,Swift,20,152,2015,68000,2,20.4,1197,81.8,5.0,0,0,0,1,0,1,0,0,1,405000
Mahindra,Bolero,19,24,2013,90000,2,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,400000
Honda,City,10,35,2010,110000,3,15.6,1497,116.3,5.0,0,0,0,1,0,1,0,1,0,409999
Mahindra,Bolero,19,24,2013,70000,2,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,500000
Mahindra,XUV500,19,187,2011,80000,3,15.1,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,590000
Hyundai,i10,11,195,2007,100000,2,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,1,135000
Maruti,Wagon R,20,171,2004,70000,2,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,70000
Maruti,800,20,4,2004,77000,3,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,45000
Maruti,Swift,20,152,2018,35500,1,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,0,1,650000
Maruti,Wagon R,20,171,2018,17500,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,400000
Maruti,Alto,20,11,2017,27000,1,23.95,998,67.05,5.0,0,0,0,1,0,1,0,0,1,350000
Hyundai,Grand,11,73,2017,60000,1,24.0,1186,73.97,5.0,0,1,0,0,0,1,0,0,1,550000
Maruti,Wagon R,20,171,2016,25000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,Swift,20,152,2015,80000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,459999
Maruti,Alto,20,11,2012,60000,2,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,185000
Volkswagen,Polo,29,118,2013,38000,1,22.07,1199,73.9,5.0,0,1,0,0,0,1,0,0,1,550000
Maruti,Wagon R,20,171,2012,100000,2,26.2,998,58.2,5.0,0,0,1,0,0,1,0,0,1,300000
Toyota,Innova,28,84,2011,110000,1,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,900000
Honda,BR-V,10,20,2016,92000,1,21.9,1498,98.6,7.0,0,1,0,0,0,1,0,0,1,900000
Mahindra,Bolero,19,24,2012,180000,3,15.96,2523,62.1,9.0,0,1,0,0,0,1,0,0,1,550000
Maruti,Baleno,20,22,2018,10000,1,21.4,1197,83.1,5.0,0,0,0,1,0,1,0,0,1,625000
Maruti,Alto,20,11,2017,35000,2,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,310000
Maruti,Swift,20,152,2017,35000,1,28.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,500000
Hyundai,Grand,11,73,2016,23000,1,24.0,1120,70.0,5.0,0,1,0,0,0,1,0,0,1,610000
Tata,Indigo,27,83,2012,150000,3,19.09,1396,69.0,5.0,0,1,0,0,0,1,0,0,1,150000
Hyundai,Xcent,11,188,2015,70000,1,24.4,1120,71.0,5.0,0,1,0,0,0,1,0,0,1,480000
Hyundai,i20,11,196,2017,40000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,650000
Hyundai,i20,11,196,2012,100000,2,21.9,1396,90.0,5.0,0,1,0,0,0,1,0,0,1,290000
Maruti,Alto,20,11,2017,50000,2,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,300000
Maruti,Swift,20,152,2010,120000,4,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,270000
Hyundai,Xcent,11,188,2015,60000,2,24.4,1120,71.0,5.0,0,1,0,0,0,1,0,0,1,400000
Maruti,Alto,20,11,2015,28000,2,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,280000
Maruti,Swift,20,152,2009,60000,3,17.5,1298,85.8,5.0,0,0,0,1,0,1,0,0,1,250000
Maruti,Swift,20,152,2012,80000,2,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,495000
Ford,Endeavour,9,54,2018,12000,1,10.91,3198,197.0,7.0,0,1,0,0,0,1,0,1,0,3250000
Honda,Amaze,10,12,2019,4500,1,19.5,1199,88.76,5.0,0,0,0,1,0,1,0,0,1,700000
Tata,Indigo,27,83,2013,70000,1,25.0,1396,69.0,5.0,0,1,0,0,0,1,0,0,1,310000
Renault,Duster,25,44,2017,120000,1,19.87,1461,83.8,5.0,0,1,0,0,0,1,0,0,1,650000
Honda,Jazz,10,85,2015,80000,1,19.0,1199,88.7,5.0,0,0,0,1,0,1,0,1,0,600000
Tata,New,27,108,2009,150000,4,11.57,2179,138.1,7.0,0,1,0,0,0,1,0,0,1,150000
Mahindra,Renault,19,128,2009,120000,1,15.7,1390,75.0,5.0,0,0,0,1,0,1,0,0,1,135000
Maruti,Swift,20,152,2014,50000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,650000
Honda,City,10,35,2012,83000,1,16.8,1497,116.3,5.0,0,0,0,1,0,1,0,0,1,550000
Maruti,Swift,20,152,2017,20000,1,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,0,1,650000
Toyota,Fortuner,28,63,2018,49000,1,12.9,2755,174.5,7.0,0,1,0,0,0,1,0,1,0,2900000
Honda,Brio,10,26,2017,6750,1,18.5,1198,86.8,5.0,0,0,0,1,0,1,0,0,1,450000
Maruti,Ciaz,20,34,2015,26000,1,20.73,1373,91.1,5.0,0,0,0,1,0,1,0,0,1,650000
Hyundai,Grand,11,73,2017,52000,1,17.0,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,430000
Hyundai,Creta,11,40,2017,51000,1,17.01,1582,126.2,5.0,0,1,0,0,0,1,0,1,0,1143000
Maruti,Swift,20,152,2019,20000,1,22.0,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,700000
Maruti,Ritz,20,129,2011,18500,1,18.5,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,229999
Mahindra,TUV,19,153,2017,142000,1,18.49,1493,100.0,7.0,0,1,0,0,0,1,0,0,1,509999
Ford,EcoSport,9,49,2016,50478,1,15.85,1499,110.4,5.0,0,0,0,1,0,1,0,0,1,670000
Tata,Tiago,27,158,2019,9200,1,23.84,1199,83.83,5.0,0,0,0,1,0,1,0,1,0,525000
Renault,Duster,25,44,2016,40000,1,19.87,1461,83.8,5.0,0,1,0,0,0,1,0,0,1,515000
Maruti,Baleno,20,22,2020,5000,1,21.01,1197,81.8,5.0,0,0,0,1,0,1,0,0,1,630000
Datsun,RediGO,6,127,2019,2300,1,22.7,799,53.64,5.0,0,0,0,1,0,1,0,0,1,270000
Maruti,Alto,20,11,2016,40000,1,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,300000
Mahindra,Xylo,19,190,2012,119000,1,14.0,2489,95.0,8.0,0,1,0,0,0,1,0,0,1,250000
Maruti,Alto,20,11,2005,100000,4,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,90000
Maruti,Ertiga,20,56,2017,100000,1,24.52,1248,88.5,7.0,0,1,0,0,0,1,0,0,1,750000
Maruti,Wagon R,20,171,2009,50000,2,18.9,1061,67.0,5.0,0,0,0,1,0,1,0,0,1,135000
Maruti,Eeco,20,51,2013,80000,2,15.1,1196,73.0,5.0,0,0,0,1,0,1,0,0,1,275000
Tata,Nexon,27,109,2018,15000,1,17.0,1198,108.5,5.0,0,0,0,1,0,1,0,0,1,740000
Honda,Amaze,10,12,2019,1303,1,17.8,1198,86.7,5.0,0,0,0,1,1,0,0,0,1,690000
Audi,Q5,2,122,2018,31800,1,17.01,1968,188.0,5.0,0,1,0,0,1,0,0,1,0,3975000
Lexus,ES,17,48,2019,20000,1,22.37,2487,214.56,5.0,0,0,0,1,1,0,0,1,0,5150000
Jaguar,XF,13,184,2017,45000,1,19.33,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,3200000
Jeep,Wrangler,14,173,2017,17000,1,9.5,3604,280.0,5.0,0,0,0,1,0,1,0,1,0,4100000
Toyota,Yaris,28,191,2018,4295,1,17.1,1496,105.5,5.0,0,0,0,1,0,0,1,0,1,1000000
Toyota,Yaris,28,191,2018,5229,1,17.1,1496,105.5,5.0,0,0,0,1,0,0,1,0,1,1000000
Hyundai,Grand,11,73,2019,4701,1,20.7,1197,81.86,5.0,0,0,0,1,0,0,1,0,1,550000
Maruti,Baleno,20,22,2016,6757,1,21.01,1197,81.8,5.0,0,0,0,1,0,0,1,0,1,600000
Skoda,Rapid,26,126,2016,28182,1,14.3,1598,103.52,5.0,0,0,0,1,0,0,1,1,0,675000
Nissan,Kicks,23,89,2019,11533,1,14.23,1498,104.55,5.0,0,0,0,1,0,0,1,0,1,950000
Honda,City,10,35,2017,11688,1,17.8,1497,117.3,5.0,0,0,0,1,0,0,1,0,1,850000
Toyota,Camry,28,30,2016,68089,1,19.16,2494,157.7,5.0,0,0,0,1,0,0,1,1,0,2000000
Toyota,Corolla,28,39,2012,57728,1,14.53,1794,138.1,5.0,0,0,0,1,0,0,1,1,0,550000
Maruti,Ciaz,20,34,2018,23712,1,28.09,1248,88.5,5.0,0,1,0,0,0,0,1,0,1,925000
Ford,Ecosport,9,50,2015,70670,1,16.5,1499,110.0,5.0,0,0,0,1,0,0,1,1,0,625000
Maruti,Alto,20,11,2014,43381,2,22.74,796,47.3,5.0,0,0,0,1,1,0,0,0,1,200000
Honda,City,10,35,2014,79011,1,18.0,1497,117.3,5.0,0,0,0,1,0,0,1,1,0,635000
Honda,Jazz,10,85,2016,56494,1,18.2,1199,88.7,5.0,0,0,0,1,0,0,1,0,1,550000
Maruti,SX4,20,136,2014,50000,2,21.79,1248,88.73,5.0,0,1,0,0,0,1,0,0,1,425000
Maruti,Wagon R,20,171,2011,40000,1,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,220000
Hyundai,Grand,11,73,2018,10000,1,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,590000
Mahindra,Thar,19,157,2017,35000,1,16.55,2498,105.0,6.0,0,1,0,0,0,1,0,0,1,775000
Maruti,Ritz,20,129,2015,58500,1,18.5,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,Baleno,20,22,2018,20000,1,21.4,1197,83.1,5.0,0,0,0,1,0,1,0,0,1,575000
Nissan,Micra,23,105,2011,43500,2,18.06,1198,75.0,5.0,0,0,0,1,0,1,0,0,1,200000
Tata,Hexa,27,79,2018,30000,1,17.6,2179,153.86,7.0,0,1,0,0,0,1,0,0,1,1575000
Ford,EcoSport,9,49,2015,63000,1,22.77,1498,98.59,5.0,0,1,0,0,0,1,0,0,1,600000
Mahindra,Bolero,19,24,2016,35000,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,720000
Tata,Indigo,27,83,2012,110000,2,19.09,1396,69.0,5.0,0,1,0,0,0,1,0,0,1,158000
Tata,Hexa,27,79,2018,25000,1,17.6,2179,153.86,7.0,0,1,0,0,0,1,0,0,1,1575000
Hyundai,Xcent,11,188,2017,30000,1,17.36,1197,81.86,5.0,0,0,0,1,0,1,0,1,0,580000
Mahindra,Bolero,19,24,2012,50000,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,420000
Mahindra,Marazzo,19,103,2018,35000,1,17.3,1497,121.0,8.0,0,1,0,0,0,1,0,0,1,1200000
Renault,KWID,25,88,2018,30000,1,23.01,999,67.0,5.0,0,0,0,1,0,1,0,0,1,350000
Honda,City,10,35,2014,56000,1,17.4,1497,117.3,5.0,0,0,0,1,0,1,0,0,1,650000
Maruti,Wagon R,20,171,2017,12700,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,400000
Tata,Nexon,27,109,2018,35000,1,21.5,1497,108.5,5.0,0,1,0,0,0,1,0,0,1,700000
Hyundai,Xcent,11,188,2017,30000,1,19.1,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,520000
Mahindra,Scorpio,19,142,2012,120000,1,12.05,2179,120.0,9.0,0,1,0,0,0,1,0,0,1,450000
Tata,Safari,27,137,2017,100000,1,14.1,2179,147.94,7.0,0,1,0,0,0,1,0,0,1,850000
Renault,KWID,25,88,2017,34000,1,25.17,799,53.3,5.0,0,0,0,1,0,1,0,0,1,350000
Mahindra,Xylo,19,190,2011,56000,1,13.0,2489,95.0,8.0,0,1,0,0,0,1,0,0,1,450000
Hyundai,i10,11,195,2008,90000,1,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,1,165000
Hyundai,Santro,11,140,2010,65000,2,17.92,1086,62.1,5.0,0,0,0,1,0,1,0,0,1,160000
Tata,New,27,108,2011,80000,1,13.93,2179,138.0,7.0,0,1,0,0,0,1,0,0,1,300000
Mahindra,Scorpio,19,142,2012,90000,3,12.05,2179,120.0,8.0,0,1,0,0,0,1,0,0,1,550000
Maruti,Alto,20,11,2015,40000,1,23.95,998,67.05,5.0,0,0,0,1,0,1,0,0,1,285000
Hyundai,Creta,11,40,2016,58000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,0,1,850000
Ford,Freestyle,9,64,2018,19100,1,19.0,1194,94.68,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Ertiga,20,56,2018,25000,1,19.34,1462,103.0,7.0,0,0,0,1,0,1,0,0,1,900000
Maruti,Alto,20,11,2005,49455,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,180000
Hyundai,EON,11,47,2016,100000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,220000
Tata,Indica,27,82,2013,120000,1,22.3,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,120000
Hyundai,i20,11,196,2010,90000,4,17.0,1197,80.0,5.0,0,0,0,1,0,1,0,0,1,220000
Chevrolet,Sail,4,138,2013,46815,2,22.1,1248,76.9,5.0,0,1,0,0,0,1,0,0,1,420000
Tata,Indica,27,82,2013,110000,1,19.4,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,160000
Hyundai,EON,11,47,2015,80000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,250000
Maruti,Ertiga,20,56,2013,100000,3,20.77,1248,88.8,7.0,0,1,0,0,0,1,0,0,1,385000
Maruti,Wagon R,20,171,2014,80000,1,20.51,998,67.06,5.0,0,0,0,1,0,1,0,0,1,318000
Hyundai,Xcent,11,188,2018,40000,1,20.14,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,480000
Maruti,Celerio,20,33,2015,70000,3,23.1,998,67.04,5.0,0,0,0,1,0,1,0,0,1,330000
Tata,Indica,27,82,2011,80000,1,17.0,1405,71.0,5.0,0,1,0,0,0,1,0,0,1,152000
Maruti,Alto,20,11,2014,40000,1,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,250000
Tata,Indica,27,82,2011,80000,1,17.0,1405,71.0,5.0,0,1,0,0,0,1,0,0,1,248000
Nissan,Micra,23,105,2011,60000,2,18.06,1198,75.0,5.0,0,0,0,1,0,1,0,0,1,300000
Hyundai,i20,11,196,2017,50000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,550000
Hyundai,i20,11,196,2016,30000,1,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,650000
Hyundai,Grand,11,73,2017,25000,1,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,445000
Toyota,Innova,28,84,2010,334000,1,12.8,2494,102.0,7.0,0,1,0,0,0,1,0,0,1,450000
